,sentence,senti
167,really sturdy wallet for the price.,1.0
168,its got a metal zipper which works smoothly.,1.0
169,this is a great wallet for the price its definitely made with great material i even let the post lady see it and she said it's a sturdy great material made wallet.,1.0
170,insides made well this is definitely a nice wallet.,1.0
171,Love this wallet made very durable.,1.0
172,It's nice quality and really cute!,1.0
173,Beautiful!,1.0
174,I would not recommend wearing during the summer months because they are to hot.,1.0
175,During the summer months I just wear the regular Gold Toe Crew socks.,1.0
176,"Mine do the same thing, but it doesn't bother me because it's from the material inside of the shoe and doesn't affect the comfort of the sock.",1.0
177,Good product,1.0
178,An amazing fit...,1.0
179,somewhat small,1.0
180,They took a week to arrive and were packaged in their own individual plastic sleeves.,1.0
181,The tops themselves look and fit wonderfully.,1.0
182,"I am a 38"" waist and 47"" bust, so I bought each 3XL just in case they ran small and in all actuality I could have gone a size down.",1.0
183,Regardless I love these and hope to have every color.,1.0
184,Perfect fit,1.0
185,"Love this purse, received in less time than expected.",1.0
186,Very pleased with the quality and fit !,1.0
187,Great quality for the price.,1.0
188,I love Prime cuz then if I wasn't satisfied I could return in time b4 halloween.,1.0
189,The fit is true to size.,1.0
190,"I'm 5'2"", 130 lbs and big busted and I ordered a medium.",1.0
191,Looks great even on me!,1.0
192,the thigh is a lil tight but not enough to be bothered.,1.0
193,"Material is light, stretchy,  and comfy to wear.",1.0
194,I'm so glad I bought this.,1.0
195,So soft and comfy!,1.0
196,"Good Deal, Hat made well, print is perfect!",1.0
197,"Although I have a big head, so a Large Flex Fit would be better for me, instead of the one size fits all",1.0
198,Fits my collection and very comfortable.,1.0
199,Cumfy shirt.,1.0
200,Fits as expected.,1.0
201,"So comfy and stylish, and the length is just right!.",1.0
202,Exactly what I was looking for.,1.0
203,Love this belt!,1.0
204,It lays flat so you can't see that you are wearing a belt when you aren't tucking in your shirt.,1.0
205,"Love this purse, and the size is great.",1.0
206,"I was skeptical at first when I read that it was made of canvas, but when I got it, I found that it is well made and rather soft.",1.0
207,I love the camouflage design and skull  with the pink accent.,1.0
208,"I do have to warn you that the skull itself is rather hard, but other than that this purse over all is rather worth the price.",1.0
209,"These definitely run small, but the quality is excellent!",1.0
210,The next size up fits great.,1.0
211,They also arrived quickly and very well packed/shipped.,1.0
212,Happy to have toe socks!,1.0
213,"Very comfortable, easy to wash and even easier to wear.",1.0
214,Secure grip when fastened.,1.0
215,Packaged and shipped well!,1.0
216,Just beautiful.,1.0
217,"Soft fabric, excellent cut, and super comfortable.",1.0
218,I purchased this dress in 2 colors.,1.0
219,Best hat deal I've ever gotten.,1.0
220,fit as expected,1.0
221,Beautiful,1.0
222,in the middle of  a polar vortex  I received this hat.,1.0
223,the knit is tight so no wind blows between the holes great hat  really good price also,1.0
224,Love the dress.,1.0
225,Fit is great.,1.0
226,Beatiful!!,1.0
227,Very pretty and flattering fit,1.0
228,Fits and looks great,1.0
229,"Such an adorable case, this was by far my favorite case that I have ever owned.",1.0
230,"The buttons on the sides are a little tight, but it doesn't affect my use of the buttons.",1.0
231,I am in love with this bag!,1.0
232,"Even with clothes & boots, there's a little extra room for other necessities.",1.0
233,I am considering getting the other color as well.,1.0
234,It is roomy to fit multiple cards and does not seem like it would rip easily.,1.0
235,The outer material is easy to clean.,1.0
236,Fits great.,1.0
237,I bought several things from china that broke the same day they arrived.,1.0
238,"This one in particular was not one of those, it looks much better than I expected and after three months of regular wear, they haven't broke.",1.0
239,Great fit and well made for the price!,1.0
240,Perfect,1.0
241,Super soft and very cute.,1.0
242,Love this bag!,1.0
243,It is well made.,1.0
244,Very good product.,1.0
245,Just not recommend for plus size women.,1.0
246,Excellent fitting if you order the right size and looks very stunning when you wear it.,1.0
247,Simply love wearing it each morning during winters when your car steering wheel is cold as ice!,1.0
248,I've also used it while traveling in cold weather and there is no denying that these are quality leather gloves!,1.0
249,These underwear are extremely comfortable and we love the guarantee!,1.0
250,Very nice product love it alittle heavy but like the real one that cost 4times this one .plus pouch awesome will get gold one next,1.0
251,Everything perfect,1.0
252,"The coat has a ""suit jacket"" fit rather than a casual fit.",1.0
253,The only other negative is that it had only one inside pocket as opposed to the two advertised.,1.0
254,LOVE this ring!,1.0
255,It fits perfectly and it's a great design.,1.0
256,"They are very durable, soft to the touch they can be washed over and over again and still have the same quality as you just opened up.",1.0
257,Comfortable and a great selection.,1.0
258,Definitely recommend for this price and fast service.,1.0
259,Not knowing pants with the elastic fit I could have probably bought the 32 waist.,1.0
260,"Comfortable and stylish, ordered based on measurements, seemed a bit big at first, but good after first wash. Get tons of compliments on it",1.0
261,It's cheaper thru Roamans than here.,1.0
262,Very nice wallet.,1.0
263,"Great comfortable fit, worn in sand, while doing dishes, and in all kinds of daily activity--not a scratch yet!",1.0
264,(took me four tries to get the right size--I've never worn a ring before this one.),1.0
265,Don't waste money on something expensive if you aren't sentimental.,1.0
266,"This thing will look great for years to come, and if it doesn't you can replace it for cheap!",1.0
267,"Has a very pleasing weight, and a perfect finish.",1.0
268,Love these socks.,1.0
269,Great quality and the length is great for our cold winters,1.0
270,"this one is bold, nice fabric too.",1.0
271,It's real cute when she carries things around in the little pockets.,1.0
272,Love this swim suit.,1.0
273,The fit is perfect.,1.0
274,"I'm 145 lbs 5'7"" and purchased a large.",1.0
275,Nice shirt,1.0
276,Everything fits perfectly.,1.0
277,"If you are looking for a slim, practical alternative to a minimalist wallet, this is it!",1.0
278,"I love this Dress, funny casual.",1.0
279,True to size.,1.0
280,Fits perfect.,1.0
281,She loved it and it fit her perfectly.,1.0
282,These are so soft and have washed up very well.,1.0
283,They are form fitting (not at all loose) but are supposed to be that way.,1.0
284,Got the size XXL and it fits and hugs perfectly!,1.0
285,I love that it is modest and long enough!,1.0
286,"Quite frankly a lot of dresses are overly priced when they're finally modest, but this one is just so great and not too pricey.",1.0
287,Order processed and shipped quickly.,1.0
288,I don't believe the size will be a problem.,1.0
289,Easy to find bright pink in my backpack pockets.,1.0
290,They have a very expensive look and the case is very nice.,1.0
291,Cute and stays in my little one's feet,1.0
292,Wish there were more colors,1.0
293,It is exactly as is described and arrived in a reasonable amount of time.,1.0
294,I love being able to order the Hanes Silk Reflections from my home and have them arrive as expected.,1.0
295,The fit is perfect.,1.0
296,I love this back pack!,1.0
297,Perfect size!,1.0
298,It's ridiculously adorable and the material is great!,1.0
299,Love this purchase!,1.0
300,Grand daughter wore ot to prom and loved it,1.0
301,"ordered size up,fits just the model!",1.0
302,Love these pants!,1.0
303,I order a size down because I like them to fit really snug.,1.0
304,"Pant size 4, I ordered XS and they fit nice and tight without being see-thru at all!",1.0
305,"Love the thick material, keep everything smooth!",1.0
306,I love this skirt.,1.0
307,The material is good quality.,1.0
308,These Ray Ban Aviators are very flattering sunglasses.,1.0
309,They magically boost my confidence when I wear them!,1.0
310,Just purchased this for a Eurpean trip.,1.0
311,The size and color is perfect.,1.0
312,Will know more about quality and functionality after the trip.,1.0
313,Nice work out wear..,1.0
314,My grandson was born with Bladder Exstrophy and this swim trunk works great for him.,1.0
315,I'm SAD they do not come in larger & regular sizes for future ordering.,0.0
316,I love all of the bras I got.,1.0
317,They all for so well and are perfect for a nursing momma who can't afford nursing bras!,1.0
318,"beautiful, and lovely pearls",1.0
319,The quality is what I wanted:fleece.,1.0
320,"Our little one is starting to roll and move and a sleeping bag doesn't feel safe, and it is a bit cold at night so this with a shortsleeve onsie is the perfect solution.",1.0
321,The size 12m is shorter than Carter's size 12m but an inch or so.,0.0
322,"Fits well, looks great, unbelievable price!",1.0
323,This beautiful leather jacket arrived pristine & top-notched packing with hanger.,1.0
324,It is soft leather which fits like a glove!,1.0
325,Awesome colors and perfect fit for a great price.,1.0
326,"Definitely on the  long and heavy side, probably only would wear it at the beach since it shows through some of my tighter shirts.",1.0
327,"Great quality, nice detail work, withstood salt water well.",1.0
328,Comfortable and pretty.,1.0
329,Love this product,1.0
330,This is an absolutely beautiful bag!,1.0
331,"The quilting on the side is well-stitched, as is the Hello Kitty patch.",1.0
332,"The ends are of a faux leather fabric, the white portions are canvas, but softer than most canvas fabrics.",0.0
333,It's a great size as well.,1.0
334,Did I mention it's really beautiful?,1.0
335,This is a beautiful ring.,1.0
336,"Wedding party shoes x 6, all were true to size and girls said was comfortable!",1.0
337,Good quality,1.0
338,To small,1.0
339,Super sexy!!!!!,1.0
340,"Looks great and is lite-weight, not bulky, and can wear all year.",1.0
341,Large fits my size 16 body perfectly.,1.0
342,Great pair of glasses to use!,1.0
343,Very comfortable and flattering.,1.0
344,I normally wear a size 14 dress and ordered an XL.,1.0
345,"The dress is a bit short but is comfortable around the bust, which I can't say about most other dresses.",1.0
346,It hides my problem area (tummy) and accentuates my bust and makes my legs look longer.,1.0
347,I was expecting it to look and feel cheap but this dress is wonderful!,1.0
348,Love this dress.,1.0
349,The material is great and fits good.,1.0
350,"Quick delivery, items were well packaged and exactly as shown and described.",1.0
351,Excellent service...I am short it was too long.,1.0
352,very happy...no problems...thank you...,1.0
353,fit well and is really light and airy.,1.0
354,"since the sizing is in asian sizing, i sized up a little and the fit was what i wanted.",1.0
355,"34 to 36 D bust, 29-30 W and 38 hips for reference",1.0
356,The narrow strap over toes fits perfectly.,1.0
357,Fits true to size.,1.0
358,Fits my body perfectly and totally worth the price!,1.0
359,I am 5'1 have a D cup size and ordered a small.,1.0
360,"Good quality, length, and price.",1.0
361,love it and plan to wear it all year long!!,1.0
362,"Beautiful dress, amazing quality, perfect fit.",1.0
363,Such a cute well made dress.,1.0
364,"I'm 5'4"" 128lbs and a medium fits perfect.",1.0
365,Such a great price and came within 4 days.,1.0
366,"Fit was as advertised, would definitely buy again, the price was fair for the product delivered.",1.0
367,I got the white & black.,1.0
368,"Excellent stretchy breathable material, good for tall babies.",1.0
369,Most clothes are short torso on my son but this was perfect with wiggle room.,1.0
370,"Very cute designs, easy to put on fast because of the stretch, and so inexpensive for the good quality, extremely pleased",1.0
371,Such a cute skirt!,1.0
372,Beautiful and nice and long so they show thru my long hair.,1.0
373,Mixed stone colors of red and a red / orange color that is not true red but not orange more like the color of fire.,1.0
374,Which matches a necklace that I purchased perfectly!,1.0
375,Very good quality.,1.0
376,we were able to get it altered it was only a tad tight and it looks beautiful on my daughter she loves it,1.0
377,Very Comfortable!,1.0
378,"great shirt,,,you should make more DODGE CHALLENGER SHIRTS.",1.0
379,Got it fixed perfect,1.0
380,yes its beautiful .,1.0
381,My best friend really liked it,1.0
382,"The bra itself is a good bra, very comfortable.",1.0
383,"(I have other bras exactly like this, just the sizing is different.",1.0
384,I picked this particular product because I wanted a certain color.),1.0
385,One thing you may need to know is this bra runs small.,1.0
386,It's definitely not one-size-fits-all.,1.0
387,"I wear a medium/large, leaning towards large, only because I don't like the bras to be tight.",1.0
388,This would definitely run in the small/medium range.,1.0
389,"It's a good bra, you just need to be aware that it is quite small.",1.0
390,Used it until about halfway through my third trimester.,1.0
391,I love this shirt!,1.0
392,The color and design is amazing.,1.0
393,Top notch insert.,1.0
394,She wears shoe size 7.5 and I ordered a Medium.,1.0
395,They fit as expected.,1.0
396,They provide good traction and are comfortable.,1.0
397,She says she can wear them all day and has worn them in practice and for a floor performance.,1.0
398,They were inexpensive since they come from China.,1.0
399,"They arrived fast and took 9 days to arrive considering that they came from China, where products usually take 1.5 months to get to the US, so if you can wait about 9 days, these are inexpensive and seem to be holding up well, I'd recommend them.",1.0
400,Very soft and sexy I love the color and the style.,1.0
401,ordered a medium fits great.,1.0
402,made really well and shipped super fast.,1.0
403,love the shirt,1.0
404,"Cute, stretchy, ships fast",1.0
405,Perfect for the 4th of July!,1.0
406,"Saves lots of time & stress keeping toddler skin from getting burned, including the scalp!",1.0
407,"Totally easy to put on - not tight, dries fast, looks adorable & the hood keeps sun out of baby girl's eyes.",1.0
408,Burn free SPF 50 without smearing endless sunscreen on an unwilling squirming body!,1.0
409,"Price was very reasonable, and it shipped very quickly.",1.0
410,so far so good nice quality!,1.0
411,Great fit.,1.0
412,Really comfortable.,1.0
413,Material is fabulous.,1.0
414,Shirt is made well.,1.0
415,Absolutely adorable!,1.0
416,I ordered them for my 18m old daughter in a size 24m that way they would be long on her legs.,1.0
417,They fit exactly how I expected them to!,1.0
418,I paired then with another shirt of the same brand and the colors matched exactly.,1.0
419,"(Gerber Graduates Sleeveless Top With Bow Back, White Polka Dot, 24 Months)",1.0
420,Very nice so cool looking great product,1.0
421,"Love these thigh highs, exactly what I wanted.",1.0
422,Perfect fit and comfortable!,1.0
423,These backings for post earrings are just perfect.,1.0
424,She love them cause they very dark and help when she has migraines.,1.0
425,Love love love the his and hers bracelet!!!!,1.0
426,Very nice arm Peice.,1.0
427,"My BF is  pleasantly surprised it was masculine, while the female bracelet it was very feminine",1.0
428,This is a really cute cosmetic case!,1.0
429,"The coated cotton and leather corners make it very durable, and the black background won't show dirt.",1.0
430,"Arrived on time, nice quality stones and beautifully packaged",1.0
431,great quality,1.0
432,Great shorts comfortable fit perfectly,1.0
433,Looks and fits great!,1.0
434,Great wallet.,1.0
435,It's great for a minimalist trying to cut down on bulk.,1.0
436,"Mine's withstood the test of time well, developing a patina and holding together without fraying.",1.0
437,I'd recommend this wallet to anyone looking for a front pocket wallet or a way to unclutter their pockets.,1.0
438,I have a horse; he's my pride and joy.,1.0
439,"Beautiful, well-crafted and arrived quickly.",1.0
440,The material is a little scratchy.,1.0
441,"The neckline is really nice, the cut is very flattering and it's very comfortable to wear.",1.0
442,"what beautiful pins, well worth the money, the pictures don't do the
merchandise justice, look much more expensive than the price paid.",1.0
443,"Fit is true to size, beautiful color, very comfortable
I will buy from this company again",1.0
444,Perfect size when you don't need a large bag with you,1.0
445,Love this T-Shirt!,1.0
446,They are stretchy enough to fit my 5 year old and me!,1.0
447,"They fit perfectly, and I can't wait to buy another pair.",1.0
448,Great price for quality jeans with just the right amount of bling!,1.0
449,I love these boots as they are very sexy.,1.0
450,"The three ""belts"" with buckles really give them an extra kinky look.",1.0
451,I had to buy a larger size as they were very snug on my feet.,1.0
452,"I was too impatient to get the right size, so I returned the one pair and ordered another pair instead of simply exchanging them.",1.0
453,Love this shirt!,1.0
454,this bag is all that nice color and leather I love it,1.0
455,Fits perfectly.,1.0
456,Great for the price,0.0
457,A perfect performance skirt!,1.0
458,"Great shoe, retro styling harkens back to the adidas Stingrays I had as a kid.",1.0
459,She saw them in the store but did not have their size so i ordered on amazon.,1.0
460,Fits perfect.,1.0
461,Feels fantastic whether I am doing resistance or cardio.,1.0
462,Maybe the best socks I have ever worn for working out.,0.0
463,This product was an extremely nice product I was very pleased when I got it,1.0
464,Fits good - breathable especially when it's hot - great to wear to the gym,1.0
465,My wedding fashion set is so beautiful!!!,1.0
466,"Beautiful- the bow is very pretty and well made, while the veil itself is so soft, not stiff at all.",1.0
467,Great fit for pajamas.,1.0
468,Warm and comfortable.,1.0
469,Design is cute and material is soft.,1.0
470,great product,1.0
471,"I'd hoped this would not be fitted to my chubby belly so I ordered a bigger size than I usually wear, but Its still fitted to me.",1.0
472,If I cod loose my pooch it'd be perfect!,1.0
473,It was for my sister but morther saw it and loves it and fits good,1.0
474,This was a good price and fits good.,1.0
475,It has a nice European style.,1.0
476,Chilled out and feminine.,1.0
477,Glad I made this choice.,1.0
478,I have a small head so it fits a bit larger than the picture shows.,1.0
479,Love them wish there was ten stars,1.0
480,"it's pretty and I wear it every day, shower, swim etc....perfect",1.0
481,"I love the size the straps but it's not a true black, it looks gray.",1.0
482,I really love this the feel and look of this vest,1.0
483,This was an excellent jewelry set.,1.0
484,Arrived early and looks just like pic great quality for price!!,1.0
485,Such a great product and very beautiful!,1.0
486,Beautiful,1.0
487,"I love the blazer, it is as displayed.",1.0
488,Love that its adjustable and has strings to tie under baby's chin.,1.0
489,These particular socks are a good height for a regular 5 inch hiking boot without any sock sticking out and no skin-to-not contact.,1.0
490,"They are comfortable, don't stretch, and have the best warranty in the business.",1.0
491,"Since they are made with merino wool, they keep you warm in the winter, cool in the summer, and don't sink!",1.0
492,Nice lightweight coverup for summer tops.,1.0
493,Fit great.,1.0
494,extremely comfortable.,1.0
495,The ring is beautiful has tons of sparkle and because it isn't over sized it looks real.,1.0
496,perfect fit,1.0
497,Insanely cute summer dress!,1.0
498,"Love, Love Love these glasses",1.0
499,"They were a bit thick for summer softball, but she loved them!",1.0
500,Fit great.,1.0
501,Beautiful item that I wore to the opening of Force Awakens.,1.0
502,I am a busty hourglass shape.,1.0
503,"I am 5'4"" and weight 145 pounds.",1.0
504,Great fit!,1.0
505,Great price can't go wrong.,1.0
506,Nice shirt color and fit in correctamente size.,1.0
507,Great gift for my skydiver.,1.0
508,I am so happy with my bead it fits on my Chamilia chain with no problems.,1.0
509,Fit perfectly,1.0
510,Fit just right.,1.0
511,I ordered size one - run too small so I return\ xchange size 3 n perfect fit in,1.0
512,"Great socks for Barre, Pilates, Yoga workouts.",1.0
513,"I feel more secure that I won't be falling, they grip nicely on carpet or mats, but don't inhibit working out.",1.0
514,I wear a 9 shoe and the 8-10 size fit just right.,1.0
515,I don't workout on bare floors but assume they would be good as they prevent slipping on my mat.,1.0
516,Perfect fit!,1.0
517,Most comfortable training shoes I've worn in a long time.,1.0
518,If you have the body this product is the best.,1.0
519,Gorgeous tie.,1.0
520,And it's a shoe stopper...,1.0
521,"Very comfortable , just purchased so I don't have alot to say at present.",1.0
522,It is a bit shorter than needed but it is still okay.,1.0
523,Very roomy.,1.0
524,Very comfy!,1.0
525,It is a bit shorter in the back.,1.0
526,Looks fabulous with palazzo pants or leggings.,1.0
527,"He likes it very much, although when it first arrived, it seemed just a little snug.",1.0
528,"He's decided it wasn't too tight after wearing it for a while, and decided to keep it.",1.0
529,Great product.,1.0
530,It looks like Marc and Jacobs,1.0
531,Nice solid piece.,1.0
532,It has 2 rubber backs which hold it in place better than a metal one.,1.0
533," Review of - Genuine Leather Zip Around Wallet for Men
Main Product Points -
Genuine Cowhide Leather
 The zipper goes all the way around the wallet
 1 ID Window, bill holder, 1 coin pocket, and 6 credit card slots.",1.0
534,"Construction - The aroma of leather is the fist sensory experience of the wallet, next is the attractiveness of the leather workmanship.",1.0
535,"Now the leather is such that it will get scratches, adding to the beauty of the leather.",1.0
536,"This wallet can be polished to get out scratches and marks, but I prefer them - has more of a wild west feel.",1.0
537,I checked all the seams and made sure it checked out as quality leather and it did.,1.0
538,"It is hard to tell the level of quality from the photos, but it is a quality design and good quality construction.",1.0
539,Final Note - Quality Real Leather Wallet.,1.0
540,Wild West Handsome.,1.0
541,It's excellent product,1.0
542,I ordered the medium and it fit perfectly!,1.0
543,Fabric is thick; not sheer.,1.0
544,Perfect!,1.0
545,Fits great and easy for little ones to put on themselves.,1.0
546,We love our Oakiwear!,1.0
547,Fits my grandson perfect...He is 19 months old.,1.0
548,They must have fixed the issue with the sizing.,1.0
549,I wear 10.5 shoes and ordered the size 45 from the chart and they fit perfectly.,1.0
550,Easy installation of cleats to shoes and pedals to bike.,1.0
551,Shoes are light weight and breathable.,1.0
552,Great deal for the price as the local bike shop was much more expensive.,1.0
553,Quality.,1.0
554,It's beautiful and functional!,1.0
555,Great wallet.,1.0
556,And it's leather !,1.0
557,Beautiful I little small,1.0
558,"Read the size chart, the fit was accurate based on that.",1.0
559,Not too wide or narrow.,1.0
560,They were charged over night and lasted about 24 hrs.,1.0
561,Cute and well made.,1.0
562,"She is not into shiny jewelry, but loved this.",1.0
563,Very simple yet pretty charm on it.,1.0
564,Soft cord.,1.0
565,Both stylish and practical.,1.0
566,One of my favorites!,1.0
567,Beautiful bag!,1.0
568,Hip short...,1.0
569,Beautiful shirt.,1.0
570,Fits as expected.,1.0
571,Good quality.,1.0
572,Cute and fits right,1.0
573,Good size.,1.0
574,Good quality and beautiful.,1.0
575,"My baby was 6 months with a pretty big head and it fit her, just barely",1.0
576,I am a petite woman with smaller fingers and it is so hard to find a band that fits my fingers.,1.0
577,Not only the sizing was perfect but the comfort of the band was better than expected!,1.0
578,I can wear it non-stop without irritation - I hardly even notice I have it on.,1.0
579,"Looks good,  perfect fit.",1.0
580,Fits gf great.,1.0
581,Well worth the low price paid,1.0
582,Quick delivery and awesome fit.,1.0
583,True to size and I'm a small,1.0
584,"I love this little wallet, perfect for Vera Bradley cross bags!",1.0
585,I love them and get lots of compliments!,1.0
586,Perfect and sturdy.,1.0
587,"Since it is a long metal shoehorn,it will not snap like plastic ones.",1.0
588,Gorgeous wallet for half the price,1.0
589,These were perfect!,1.0
590,Great price!,1.0
591,Only wish they had leg pockets,1.0
592,I get complimented on this ring all the time!,1.0
593,"You simply cannot find a more tough, attractive, masculine wedding band for the price.",1.0
594,I blow people's mind when I tell them I paid less than $15 for such a gorgeous piece of jewelry.,1.0
595,I love the shirt!,1.0
596,Fits exactly as other medium sized shirts I have!,1.0
597,The fabric is good and the print is of good quality!,1.0
598,"My hair is really long, and I often braid it or wear it in low pigtails.",1.0
599,The cap is PERFECT for that.,1.0
600,"My head is probably larger than most women's heads (big brain, don't you know?!",1.0
601,"), and I don't like tight and binding articles of clothing.",1.0
602,My hair is also thick.,1.0
603,The size of this cap is wonderful for me.,1.0
604,An awesome product!,1.0
605,The white is not see through because of the layers.,1.0
606,"It's very comfortable and casually elegant, but I could see dressing it up for a party!",1.0
607,I took my measurements and ordered accordingly and it fits perfect,1.0
608,This shirt is beautiful.,1.0
609,You may want to order just ONE size up (not two sizes up like I did) it runs only a little small.,1.0
610,nice fabric,1.0
611,The photo hits the nail right on the head.,1.0
612,Beautiful rings.,1.0
613,"Sizes were are smaller than stated, but it worked out better for us that way.",1.0
614,"The design is gorgeous and unique, and it looks of good enough quality to wear out, especially with a nice black top or dress.",1.0
615,"I wore it quite a bit until the chain broke, but the price was so low I didn't expect it to last long.",1.0
616,I would pay more for a higher quality necklace of this design.,1.0
617,Really unique.,1.0
618,"Update: I bought this necklace awhile back, over a year ago and loved it.",1.0
619,"Unfortunately, the chain broke after 3-4 months of wearing.",1.0
620,So much and can say they have improved the quality.,1.0
621,It's very beautiful for the price.,1.0
622,"Beautiful purse, great quality,  tons of complements!",1.0
623,Great product,1.0
624,Good quality!,1.0
625,I thought it looked even better than the picture.,1.0
626,Plus the price is good.,1.0
627,Nice fun ring for casual or dressing up.,1.0
628,Perfect!,1.0
629,I usually get xs on top and s in the bottom.,1.0
630,It looks really nice but the top i want more small cz its not tight on me.,1.0
631,"Again, its just bcz of my body type.",1.0
632,I am really small boned.,1.0
633,Its true to size in my opinion.,1.0
634,I just wish it had more smaller one for me.,1.0
635,fits right.,1.0
636,I got that yellow and it is a very vibrant yellow.,1.0
637,which the material was different but i like,1.0
638,Love the earings.,1.0
639,Its beatiful,1.0
640,"Full disclosure; I loved it, my wife wore them.",1.0
641,"She was happy with the fit, and how the seam up the back aligned perfectly.",1.0
642,"I loved how they looked, and how the seam up the back aligned perfectly :-)",1.0
643,The seeds are beautiful.,1.0
644,Works well as bracelet or necklace and the elastic string seems to be sturdy.,1.0
645,nice shirt quality material washed well will last a long time,1.0
646,Nice shirt that my husband really likes.,1.0
647,I love this T-shirt!!,1.0
648,Fits perfect!,1.0
649,Gorgeous and shipped quickly.,1.0
650,It worked great and even now a few months later it still fits.,1.0
651,"I was a cessation, the talk of the night.",1.0
652,Good looking piece.,1.0
653,SO COMFORTABLE!!!!,1.0
654,"I wish there were solid colors, I'd order more of them.",1.0
655,"Material is soft, feels wonderful.",1.0
656,"I'm also a 3/4X and it fits fine, there's plenty of room in it.",1.0
657,My boyfriend calls me a Tetris ghost because of the flowiness and stripes.,1.0
658,These are perfect for him,1.0
659,Love this scarve.,1.0
660,It is exactly as pictured and of high quality cashmere.,1.0
661,Very soft and definitely warm.,1.0
662,Delivery was quicker than expected.,1.0
663,"I have worn this a couple of times, but have been pretty gentle because of other reviewer's saying it broke on them.",1.0
664,It looks to me like they are wearing it too tight.,1.0
665,You shouldn't have tension on the bracelet..,1.0
666,Especially with something cheap like this.,1.0
667,I think it looks really nice though and it's a really cute accessory for a couple of dollars.,1.0
668,I've been wearing it now for a few weeks and there is still not a single mark on the ring.,1.0
669,"I work with a lot of heavy equipment, my previous ring was very quickly nothing but scratches.",1.0
670,This guy only has finger prints on it!,1.0
671,The beveled inside makes it very comfortable to wear as well as easy to put on or take off.,1.0
672,"Soft and pretty once you put it on, looks elegant",1.0
673,Great item and fast service.,1.0
674,Perfect!,1.0
675,I read reviews and ordered an Xl for my 18 year old that normally wears small.,1.0
676,It's a beautiful top.,1.0
677,It does run about a size larger than normal.,1.0
678,"Thanks to the reviews, I ordered a size smaller and it fit perfectly.",1.0
679,It's very flattering and seems to be good quality.,1.0
680,I will be ordering in other colors.,1.0
681,These went over with a 5 and 8 yo who love to learn; they brought out the fabric markers and immediately customized their new lab coats.,1.0
682,Help feet feel good even after s long day,1.0
683,COOL PRETTY PANTIES.,1.0
684,SHE CANNOT WEAR THEM LONG DO TO THE METAL AREA.,1.0
685,"BUT THEY LOOK GREAT, VERY SEXY.",1.0
686,Excellent quality and fit.,1.0
687,I love these tank tops!,1.0
688,I had read some reviews and found that they ran slightly small so I purchased a large (typically size small to medium) and they fit perfectly.,1.0
689,They are more true to your size if you do not have large hips.,1.0
690,"The designs are just like what is shown in the picture, with three different color tank tops.",1.0
691,"They are pink, white, and a greenish-blue.",1.0
692,So stylish as well as handy.,1.0
693,"When I travel, I keep my pills in my purse - not about to check them (too many lost/delayed luggage incidents!).",1.0
694,That won't be a problem with this case - good quality insert in a zippered case - and cute to boot!,1.0
695,Perfect!,1.0
696,I like it and they fit as expected.,1.0
697,This jumpsuit is EXACTLY as pictured!,1.0
698,"The material is really soft, great for warm nights out.",1.0
699,"The color is super vibrant, and the cut of the piece shows off your curves.",1.0
700,So happy with this purchase,1.0
701,Perfect fit for my three year old!,1.0
702,Great quality.,1.0
703,fits just as expended and my son loves it!,1.0
704,Nice size and lots of zipper pockets.,1.0
705,"Very stylish, great fabric and it fit!",1.0
706,"I'm 5'2 129 lbs 34 D, 29 waist and 37 hips.",1.0
707,I was pleasantly surprised with the quality is this absolutely adorable necklace made for a princess!!,1.0
708,Great socks nice fit,1.0
709,These earrings are quite lovely and my favorite color is red.,1.0
710,Great for gifting too at this price!,1.0
711,Great tote fast delivery,1.0
712,Great fit!!!,1.0
713,This is a nice quality shirt.,1.0
714,Do take note that the current sizing chart is way off!,1.0
715,"Nice, heavyweight plastic sleeving for controlling multiple cards, id's, etc.",1.0
716,I just love seeing people's faces when I flick the level and the cards pop up in fan mode.,1.0
717,The build quality is impeccable!,1.0
718,I have tried so damn many minimalist card carriers and spent hundreds of dollars on them over the years.,1.0
719,This one replaced them all sending them to the retirement home in my dresser drawer.,1.0
720,gorgeous and exactly what i expected!!,1.0
721,"It's really cute and I love the length and style, but it does fit a little large.",1.0
722,"I went a size up as most reviews suggested and it's good in the stomach area because it's loose, but it is a tag long, and the sleeves are a little too droopy under the should cut-outs.",1.0
723,Great item,1.0
724,"Between these and the Volcom jeans, my 15 year olds favorites.",1.0
725,"Perfect, lived in look.",1.0
726,True to size and quality material.,1.0
727,"Hat was a bit large, but that means it fit my head PERFECT!",1.0
728,"I have a 7 5/8 head, which means most adjustable hats are too small for me.",1.0
729,Great hat and great quality!,1.0
730,These are the only inserts I use.,1.0
731,My plantar fasciitis went away and I no longer have foot pain.,1.0
732,BEAUTIFUL PEACE!,1.0
733,Beautiful!,1.0
734,Feels and looks great.,1.0
735,i bought them for my pregnant wife and she loves them wears them all the time and has plenty of time to wear them as well.,1.0
736,Good material.,1.0
737,"Design, such as photos.",1.0
738,Good product,1.0
739,i can never find durable socks to fit and please my husband-these are both!,1.0
740,It looks really good on my husband!,1.0
741,This is exactly what I was looking for.,1.0
742,"The color was awesome, it was light weight and flowy.",1.0
743,Absolutely the most comfortable skirt ever.,1.0
744,Holds its shape and is well made.,1.0
745,Very professional looking.,1.0
